datetime,difficulty
2022-12-17 00:00:00,3691574976082375
2022-12-16 00:00:00,3560002977762873
2022-12-15 00:00:00,3548804804975730
2022-12-14 00:00:00,3448754406774102
2022-12-13 00:00:00,3432137864307598
2022-12-12 00:00:00,3541173751658724
2022-12-11 00:00:00,3435333677889764
2022-12-10 00:00:00,3223220752744448
2022-12-09 00:00:00,3333138331263886
2022-12-08 00:00:00,3328357823880306
2022-12-07 00:00:00,3184288097078841
2022-12-06 00:00:00,3535158232394411
2022-12-05 00:00:00,3364491473220039
2022-12-04 00:00:00,3530300355947179
2022-12-03 00:00:00,3152776816812942
2022-12-02 00:00:00,3556680760907094
2022-12-01 00:00:00,3504982985219186
2022-11-30 00:00:00,3370108813224619
2022-11-29 00:00:00,3716138669528406
2022-11-28 00:00:00,3960209879626183
2022-11-27 00:00:00,3915689471508480
2022-11-26 00:00:00,3859923765268025
2022-11-25 00:00:00,4305978786840576
2022-11-24 00:00:00,4328106995220480
2022-11-23 00:00:00,4498868482284658
2022-11-22 00:00:00,4739451940328789
2022-11-21 00:00:00,4699914320623844
2022-11-20 00:00:00,4822389757167388
2022-11-19 00:00:00,4688943721451065
2022-11-18 00:00:00,4660685789433401
2022-11-17 00:00:00,4830376457637433
2022-11-16 00:00:00,4959340008978660
2022-11-15 00:00:00,5223930574463886
2022-11-14 00:00:00,5010353512863061
2022-11-13 00:00:00,5338391214292992
2022-11-12 00:00:00,5688863140522667
2022-11-11 00:00:00,5511567636197831
2022-11-10 00:00:00,5479191993763612
2022-11-09 00:00:00,5215075365989035
2022-11-08 00:00:00,5585618390220800
2022-11-07 00:00:00,4996405875004757
2022-11-06 00:00:00,5307038579381589
2022-11-05 00:00:00,4906057479837013
2022-11-04 00:00:00,5049836550691954
2022-11-03 00:00:00,5204152727284395
2022-11-02 00:00:00,5515443158180750
2022-11-01 00:00:00,5734289070911943
2022-10-31 00:00:00,5564334590306987
2022-10-30 00:00:00,5708857913376768
2022-10-29 00:00:00,6083439817479509
2022-10-28 00:00:00,5730267341083989
2022-10-27 00:00:00,5846966971225429
2022-10-26 00:00:00,5815917877162439
2022-10-25 00:00:00,6110170769318798
2022-10-24 00:00:00,5989612528628167
2022-10-23 00:00:00,5957281953524395
2022-10-22 00:00:00,5934717746311623
2022-10-21 00:00:00,6046205731900985
2022-10-20 00:00:00,6204100630340494
2022-10-19 00:00:00,6389686197026816
2022-10-18 00:00:00,6245923977953280
2022-10-17 00:00:00,6387310990633643
2022-10-16 00:00:00,6299323813389198
2022-10-15 00:00:00,6749889892799829
2022-10-14 00:00:00,6284812490899456
2022-10-13 00:00:00,6676348480141540
2022-10-12 00:00:00,6960190192615424
2022-10-11 00:00:00,7280092271549554
2022-10-10 00:00:00,7308103630687801
2022-10-09 00:00:00,7587480784309817
2022-10-08 00:00:00,7410907192404651
2022-10-07 00:00:00,7322333125774905
2022-10-06 00:00:00,6505366130349397
2022-10-05 00:00:00,6986882877489152
2022-10-04 00:00:00,6995921665989746
2022-10-03 00:00:00,9403957148734806
2022-10-02 00:00:00,16610579858849792
2022-10-01 00:00:00,16610579858849792
2022-09-30 00:00:00,16610579858849792
2022-09-29 00:00:00,16610579858849792
2022-09-28 00:00:00,16610579858849792
2022-09-27 00:00:00,16610579858849792
2022-09-26 00:00:00,16610579858849792
2022-09-25 00:00:00,20348388785870164
2022-09-24 00:00:00,21503711545131010
2022-09-23 00:00:00,21503711545131010
2022-09-22 00:00:00,21503711545131010
2022-09-21 00:00:00,21503711545131010
2022-09-20 00:00:00,21503711545131010
2022-09-19 00:00:00,21597845297794616
2022-09-18 00:00:00,21673152299925504
2022-09-17 00:00:00,21323926093168640
2022-09-16 00:00:00,16085532991815680
2022-09-15 00:00:00,5758462190769493
2022-09-14 00:00:00,3311428375150592
2022-09-13 00:00:00,3466444213846016
2022-09-12 00:00:00,3517622835362020
2022-09-11 00:00:00,3432748316360704
2022-09-10 00:00:00,3400047300327652
2022-09-09 00:00:00,3368242202542080
2022-09-08 00:00:00,3180120934886059
2022-09-07 00:00:00,3049212449361465
2022-09-06 00:00:00,2881655395640206
2022-09-05 00:00:00,2465921113260032
2022-09-04 00:00:00,2078515063160832
2022-09-03 00:00:00,1941825521829661
2022-09-02 00:00:00,1927905264387869
2022-09-01 00:00:00,1926842588069888
2022-08-31 00:00:00,1853338517766144
2022-08-30 00:00:00,1850459219412765
2022-08-29 00:00:00,1842595641338539
2022-08-28 00:00:00,1790726484525056
2022-08-27 00:00:00,1761353620753977
2022-08-26 00:00:00,1721056209403904
2022-08-25 00:00:00,1631885709017088
2022-08-24 00:00:00,1530473776356466
2022-08-23 00:00:00,1502985538269639
2022-08-22 00:00:00,1508437611511808
2022-08-21 00:00:00,1541893259264000
2022-08-20 00:00:00,1525874940124274
2022-08-19 00:00:00,1515164604039168
2022-08-18 00:00:00,1501516271714304
2022-08-17 00:00:00,1479756893650944
2022-08-16 00:00:00,1465972554028373
2022-08-15 00:00:00,1443113306423296
2022-08-14 00:00:00,1324815590533803
2022-08-13 00:00:00,1182050161786880
2022-08-12 00:00:00,1094854898963797
2022-08-11 00:00:00,1090077374196395
2022-08-10 00:00:00,1105825229701120
2022-08-09 00:00:00,1106006334155435
2022-08-08 00:00:00,1111732271215047
2022-08-07 00:00:00,1129245686366208
2022-08-06 00:00:00,1134461566233259
2022-08-05 00:00:00,1146945515028480
2022-08-04 00:00:00,1166023491321856
2022-08-03 00:00:00,1203476620232477
2022-08-02 00:00:00,1198148027300068
2022-08-01 00:00:00,1188616898347008
2022-07-31 00:00:00,1211451360411648
2022-07-30 00:00:00,1223784836220701
2022-07-29 00:00:00,1231259719754638
2022-07-28 00:00:00,1228468020838400
2022-07-27 00:00:00,1223805893490916
2022-07-26 00:00:00,1209209476961621
2022-07-25 00:00:00,1175803131854848
2022-07-24 00:00:00,1166209666223673
2022-07-23 00:00:00,1172825168558308
2022-07-22 00:00:00,1178746974022315
2022-07-21 00:00:00,1181476783652864
2022-07-20 00:00:00,1214920262331051
2022-07-19 00:00:00,1232824638810795
2022-07-18 00:00:00,1250973649469440
2022-07-17 00:00:00,1288137494436978
2022-07-16 00:00:00,1309277412946375
2022-07-15 00:00:00,1329060449878016
2022-07-14 00:00:00,1330591635545202
2022-07-13 00:00:00,1312181705623325
2022-07-12 00:00:00,1278905611365035
2022-07-11 00:00:00,1218924603506688
2022-07-10 00:00:00,1201407042519040
2022-07-09 00:00:00,1246307972808704
2022-07-08 00:00:00,1300184460135993
2022-07-07 00:00:00,1353378554707968
2022-07-06 00:00:00,1494326496460800
2022-07-05 00:00:00,1553024114404011
2022-07-04 00:00:00,1620482570846208
2022-07-03 00:00:00,1703873685691506
2022-07-02 00:00:00,1729948133883904
2022-07-01 00:00:00,1763874348990464
2022-06-30 00:00:00,1656344712635278
2022-06-29 00:00:00,1547934727289060
2022-06-28 00:00:00,1535075028507762
2022-06-27 00:00:00,1616647165050880
2022-06-26 00:00:00,1735248928833536
2022-06-25 00:00:00,1829459931256149
2022-06-24 00:00:00,1931652951441408
2022-06-23 00:00:00,2040161422773817
2022-06-22 00:00:00,2086401338944171
2022-06-21 00:00:00,2226111614287872
2022-06-20 00:00:00,2210581251154830
2022-06-19 00:00:00,2175284971307008
2022-06-18 00:00:00,2047400530498901
2022-06-17 00:00:00,1933987713559211
2022-06-16 00:00:00,1844530852193166
2022-06-15 00:00:00,1803284968898560
2022-06-14 00:00:00,1840284054148437
2022-06-13 00:00:00,1832055284549405
2022-06-12 00:00:00,1818609412210688
2022-06-11 00:00:00,1804517624512512
2022-06-10 00:00:00,1811821753270272
2022-06-09 00:00:00,1811426407495908
2022-06-08 00:00:00,1779993361252352
2022-06-07 00:00:00,1799493168951751
2022-06-06 00:00:00,1782938754380231
2022-06-05 00:00:00,1723617620525056
2022-06-04 00:00:00,1690048424574976
2022-06-03 00:00:00,1708220580335161
